UniqueCount	AmbigCount
14	0
0	0
596	0
0	0
3	0
760	0
127	0
507	0
45	0
1932	0
637	0
0	0
648	0
139	0
43	0
11	0
31	0
13	0
65	0
6	0
982	0
86	0
294	0
9781	0
736	0
56	0
211	0
653	0
75	0
598	0
32	0
2971	0
1	0
164	0
4782	0
0	0
20	0
