UniqueCount	AmbigCount
5	0
5	0
1114	0
0	0
19	0
1201	0
284	0
361	0
82	0
2549	0
597	0
0	0
1063	0
137	0
96	0
9	0
40	0
22	0
81	0
3	0
1355	0
147	0
199	0
8922	0
1488	0
41	0
780	0
857	0
139	0
354	0
69	0
2073	0
4	0
376	0
3187	0
0	0
11	0
