UniqueCount	AmbigCount
46	0
7	0
1016	0
0	0
55	0
862	0
191	0
824	0
86	0
2173	0
660	0
0	0
1067	0
180	0
26	0
24	0
38	0
71	0
131	0
2	0
1246	0
148	0
285	0
9812	0
1218	0
74	0
541	0
758	0
129	0
720	0
84	0
3750	0
5	0
289	0
4023	0
0	0
26	0
