UniqueCount	AmbigCount
2	0
16	0
1979	0
0	0
22	0
1712	0
344	0
1123	0
89	0
3373	0
820	0
0	0
1469	0
218	0
110	0
7	0
38	0
38	0
294	0
7	0
1915	0
231	0
713	0
12938	0
1099	0
69	0
676	0
1341	0
126	0
1254	0
78	0
5015	0
7	0
373	0
5565	0
0	0
8	0
