UniqueCount	AmbigCount
17	0
5	0
295	0
0	0
11	0
661	0
93	0
430	0
250	0
1528	0
253	0
0	0
663	0
67	0
52	0
5	0
9	0
17	0
122	0
1	0
1003	0
86	0
378	0
4908	0
835	0
31	0
341	0
407	0
67	0
595	0
174	0
2417	0
76	0
302	0
425	0
0	0
17	0
