UniqueCount	AmbigCount
126	0
24	0
319	0
0	0
120	0
748	0
82	0
485	0
303	0
1611	0
241	0
0	0
657	0
146	0
65	0
50	0
32	0
145	0
110	0
6	0
991	0
112	0
202	0
5189	0
1031	0
49	0
473	0
448	0
93	0
446	0
85	0
1996	0
62	0
243	0
270	0
0	0
95	0
