UniqueCount	AmbigCount
35	0
5	0
776	0
0	0
24	0
844	0
127	0
719	0
53	0
1823	0
506	0
0	0
871	0
108	0
27	0
11	0
22	0
27	0
135	0
5	0
916	0
123	0
435	0
7817	0
736	0
40	0
273	0
595	0
96	0
905	0
73	0
4154	0
1	0
219	0
3811	0
0	0
16	0
