UniqueCount	AmbigCount
34	0
7	0
480	0
0	0
27	0
690	0
75	0
455	0
302	0
1672	0
300	0
0	0
747	0
91	0
75	0
26	0
35	0
34	0
105	0
2	0
1030	0
104	0
282	0
5776	0
1025	0
46	0
282	0
443	0
61	0
714	0
124	0
2657	0
96	0
334	0
479	0
0	0
27	0
