UniqueCount	AmbigCount
2	0
2	0
32	0
0	0
0	0
675	0
30	0
407	0
1	0
571	0
85	0
0	0
110	0
37	0
38	0
0	0
6	0
5	0
35	0
0	0
96	0
21	0
314	0
4606	0
96	0
1	0
75	0
20	0
14	0
320	0
169	0
1	0
14	0
72	0
113	0
0	0
0	0
